source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date
shops,sho_70,BIZ-00070,M/s Malnad Bakery 07 Traders,"No 70, Main Road, Industrial Area, Bengaluru",560070,,29ABCDE0070F1Z8,Owner 70,1071,Bakery,Bengaluru,2023-01-10|2023-04-10|2023-07-09|2023-10-04,inspection:2023-01-10|inspection:2023-04-10|inspection:2023-07-09|inspection:2023-10-04|renewal:2024-04-24|renewal:2026-04-14,
factories,fac_70,BIZ-00070,Sri Malnad Bakery 70 Pvt Ltd,"70 Main Rd, Ind Area, Bengaluru",560070,,29ABCDE0070F1Z8,Owner 70,1071,Bakery,Bengaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|renewal:2024-04-20|renewal:2025-04-08|renewal:2026-04-08,
pollution,pol_70,BIZ-00070,Shri Malnad Bakery 70 Bakerys,"Plot 70, Main Road, Bengaluru",560070,ABCDE0070F,,Owner 70,1071,Bakery,Bengaluru,2023-01-11|2023-04-11|2023-07-10|2023-10-08,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|inspection:2023-10-08,
pollution,pol_70_dup,BIZ-00070,Shri Malnad Bakery 70 Bakerys,"Plot 70, Main Road, Bengaluru",560070,ABCDE0070F,,Owner 70,1071,Bakery,Bengaluru,2023-01-11|2023-04-11|2023-07-10|2023-10-08,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|inspection:2023-10-08,
electricity,ele_70,BIZ-00070,Shri Malnad Bakery 70 LLP,"Plot 70, Main Road, Bengaluru",560070,ABCDE0070F,29ABCDE0070F1Z8,Owner 70,1071,Bakery,Bengaluru,2023-01-09|2023-04-12|2023-07-08|2023-10-09,inspection:2023-01-09|inspection:2023-04-12|inspection:2023-07-08|inspection:2023-10-09|electricity_bill:2026-01-30|electricity_bill:2026-03-03|electricity_bill:2026-03-31|electricity_bill:2026-05-01,
shops,sho_71,BIZ-00071,Shri Sri Sai eRtail 71 Retails,"No 71, Main Road, Industrial Area, Mysuru",560071,ABCDE0071F,,Owner 71,4711,Retail,Mysuru,2023-02-04|2023-05-02|2023-08-03,inspection:2023-02-04|inspection:2023-05-02|inspection:2023-08-03|renewal:2024-04-13|renewal:2025-04-25|renewal:2026-04-15,
factories,fac_71,BIZ-00071,Shri Sri Sai Retail 71,"Door 71, Industrial Area, Mysuru",560071,ABCDE0071F,29ABCDE0071F1Z9,Owner 71,4711,Retail,Mysuru,2023-02-03|2023-05-01|2023-08-02,inspection:2023-02-03|inspection:2023-05-01|inspection:2023-08-02|renewal:2025-04-15,
pollution,pol_71,BIZ-00071,M/s Sri Sai Retail 71 Retails,"Door 71, Industrial Area, Mysuru",560071,ABCDE0071F,29ABCDE0071F1Z9,Owner 71,4711,Retail,Mysuru,2023-02-02|2023-04-29|2023-08-04,inspection:2023-02-02|inspection:2023-04-29|inspection:2023-08-04|filing:2026-05-05,
electricity,ele_71,BIZ-00071,Shri Sri Sai Retail 71,"No 71, Main Road, Industrial Area, Mysuru",560071,ABCDE0071F,29ABCDE0071F1Z9,Owner 71,4711,Retail,Mysuru,2023-02-06|2023-05-07|2023-08-14,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-14|electricity_bill:2025-12-03|electricity_bill:2026-01-05|electricity_bill:2026-01-30|electricity_bill:2026-03-05|electricity_bill:2026-04-04|electricity_bill:2026-05-04,
shops,sho_72,BIZ-00072,Shri Chamundi Fabrication 72 LLP,"No 72, Main Road, Industrial Area, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-20|2023-04-20|2023-07-19|2023-10-17|2024-01-15|2024-04-14,inspection:2023-01-20|inspection:2023-04-20|inspection:2023-07-19|inspection:2023-10-17|inspection:2024-01-15|inspection:2024-04-14|renewal:2024-04-15|renewal:2025-04-03|renewal:2026-04-01,
factories,fac_72,BIZ-00072,Sr iChamundi Fabrication 72,"No 72, Main Road, Industrial Area, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-19|2023-04-19|2023-07-18|2023-10-16|2024-01-14|2024-04-13,inspection:2023-01-19|inspection:2023-04-19|inspection:2023-07-18|inspection:2023-10-16|inspection:2024-01-14|renewal:2024-04-02|inspection:2024-04-13|renewal:2026-04-06,
pollution,pol_72,BIZ-00072,Sri Chamunid Fabrication 72,"Plot 72, Main Road, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-21|2023-04-21|2023-07-20|2023-10-18|2024-01-16|2024-04-15,inspection:2023-01-21|inspection:2023-04-21|inspection:2023-07-20|inspection:2023-10-18|inspection:2024-01-16|inspection:2024-04-15|filing:2026-05-05,
pollution,pol_72_dup,BIZ-00072,Sri Chamunid Fabrication 72,"Plot 72, Main Road, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-21|2023-04-21|2023-07-20|2023-10-18|2024-01-16|2024-04-15,inspection:2023-01-21|inspection:2023-04-21|inspection:2023-07-20|inspection:2023-10-18|inspection:2024-01-16|inspection:2024-04-15|filing:2026-05-05,
electricity,ele_72,BIZ-00072,Chamundi Fabrication 72 Enterprises,"No 72, Main Road, Industrial Area, Hubballi",560072,ABCDE0072F,29ABCDE0072F1Z1,Owner 72,2599,Fabrication,Hubballi,2023-01-22|2023-04-22|2023-07-21|2023-10-19|2024-01-17|2024-04-16,inspection:2023-01-22|inspection:2023-04-22|inspection:2023-07-21|inspection:2023-10-19|inspection:2024-01-17|inspection:2024-04-16|electricity_bill:2025-08-04|electricity_bill:2025-09-03|electricity_bill:2025-10-06|electricity_bill:2025-11-04|electricity_bill:2025-12-02|electricity_bill:2026-01-01|electricity_bill:2026-01-31|electricity_bill:2026-03-04|electricity_bill:2026-04-03|electricity_bill:2026-05-01,
shops,sho_73,BIZ-00073,M/s Chamundi Lodging 73 LLP,"No 73, Main Road, Industrial Area, Mangaluru",560073,ABCDE0073F,29ABCDE0073F1Z2,Owner 73,5510,Lodging,Mangaluru,2023-01-13|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|renewal:2024-04-01|inspection:2024-04-07|renewal:2025-04-23|renewal:2026-04-26,
shops,sho_73_dup,BIZ-00073,M/s Chamundi Lodgign 73 LLP,"73 Main Rd, Ind Area, Mangaluru",560073,ABCDE0073F,29ABCDE0073F1Z2,Owner 73,5510,Lodging,Mangaluru,2023-01-13|2023-04-13|2023-07-12|2023-10-10|2024-01-08|2024-04-07,inspection:2023-01-13|inspection:2023-04-13|inspection:2023-07-12|inspection:2023-10-10|inspection:2024-01-08|renewal:2024-04-01|inspection:2024-04-07|renewal:2025-04-23|renewal:2026-04-26,
factories,fac_73,BIZ-00073,Sri Chamundi Lodging 73 Lodgings,"No 73, Main Road, Industrial Area, Mangaluru",560073,,,Owner 73,5510,Lodging,Mangaluru,2023-01-12|2023-04-12|2023-07-11|2023-10-09|2024-01-04|2024-04-06,inspection:2023-01-12|inspection:2023-04-12|inspection:2023-07-11|inspection:2023-10-09|inspection:2024-01-04|inspection:2024-04-06|renewal:2025-04-18|renewal:2026-04-15,
pollution,pol_73,BIZ-00073,Chamundi Lodging 73 Pvt Ltd,"Plot 73, Main Road, Mangaluru",560073,,,Owner 73,5510,Lodging,Mangaluru,2023-01-14|2023-04-14|2023-07-13|2023-10-11|2024-01-09|2024-04-08,inspection:2023-01-14|inspection:2023-04-14|inspection:2023-07-13|inspection:2023-10-11|inspection:2024-01-09|inspection:2024-04-08|filing:2026-05-05,
electricity,ele_73,BIZ-00073,Sri Chamundi Lodging 73 Lodgings,"No 73, Main Road, Industrial Area, Mangaluru",560073,ABCDE0073F,,Owner 73,5510,Lodging,Mangaluru,2023-01-15|2023-04-15|2023-07-14|2023-10-12|2024-01-10|2024-04-09,inspection:2023-01-15|inspection:2023-04-15|inspection:2023-07-14|inspection:2023-10-12|inspection:2024-01-10|inspection:2024-04-09|electricity_bill:2025-11-05|electricity_bill:2025-12-04|electricity_bill:2026-01-01|electricity_bill:2026-02-03|electricity_bill:2026-03-04|electricity_bill:2026-04-02|electricity_bill:2026-05-03,
shops,sho_74,BIZ-00074,Royal Restaurant 74 LLP,"Door 74, Industrial Area, Belagavi",560074,,29ABCDE0074F1Z3,Owner 74,5610,Restaurant,Belagavi,2023-02-03|2023-05-04|2023-08-02|2023-11-05|2024-01-29|2024-04-28,inspection:2023-02-03|inspection:2023-05-04|inspection:2023-08-02|inspection:2023-11-05|inspection:2024-01-29|inspection:2024-04-28|closure:2025-04-03,2025-04-03
factories,fac_74,BIZ-00074,Royal Restaurant 74,"No 74, Main Road, Industrial Area, Belagavi",560074,ABCDE0074F,29ABCDE0074F1Z3,Owner 74,5610,Restaurant,Belagavi,2025-06-15|2023-05-03|2023-08-01|2023-10-30|2024-02-02|2024-04-27,inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-02-02|inspection:2024-04-27|closure:2025-04-03,2025-04-03
pollution,pol_74,BIZ-00074,M/s Royal Restaurant 74 Pvt Ltd,"Door 74, Industrial Area, Mysuru",560074,ABCDE0074F,,Owner 74,5610,Restaurant,Mysuru,2025-06-15|2023-05-05|2023-08-03|2023-11-01|2024-01-30|2024-04-29,inspection:2023-05-05|inspection:2023-08-03|inspection:2023-11-01|inspection:2024-01-30|inspection:2024-04-29|closure:2025-04-03,2025-04-03
electricity,ele_74,BIZ-00074,Royal Restaurant 74 Pv tLtd,"Plot 74, Main Road, Belagavi",560074,,29ABCDE0074F1Z3,Conflicting Owner 74,5610,Restaurant,Belagavi,2023-02-05|2023-05-11|2023-08-04|2023-11-02|2024-01-31|2024-05-09,inspection:2023-02-05|inspection:2023-05-11|inspection:2023-08-04|inspection:2023-11-02|inspection:2024-01-31|inspection:2024-05-09|closure:2025-04-03,2025-04-03
shops,sho_75,BIZ-00075,M/s Sri Sai Bakery 75,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,29ABCDE0075F1Z4,Owner 75,1071,Bakery,Bengaluru,2023-02-10|2023-05-11|2023-08-09|2023-11-07|2024-02-05|2024-05-14,inspection:2023-02-10|inspection:2023-05-11|inspection:2023-08-09|inspection:2023-11-07|inspection:2024-02-05|renewal:2024-04-23|inspection:2024-05-14|renewal:2025-04-16|renewal:2026-04-08,
factories,fac_75,BIZ-00075,ShriS ri Sai Bakery 75,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,,Owner 75,1071,Bakery,Bengaluru,2023-02-14|2023-05-19|2023-08-08|2023-11-11|2024-02-04|2024-05-13,inspection:2023-02-14|inspection:2023-05-19|inspection:2023-08-08|inspection:2023-11-11|inspection:2024-02-04|renewal:2024-04-20|inspection:2024-05-13|renewal:2025-04-17,
pollution,pol_75,BIZ-00075,Shri Sri Sai Bakery 75 Pvt Ltd,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,29ABCDE0075F1Z4,Owner 75,1071,Bakery,Bengaluru,2023-02-11|2023-05-12|2023-08-10|2023-11-08|2024-02-06|2024-05-06,inspection:2023-02-11|inspection:2023-05-12|inspection:2023-08-10|inspection:2023-11-08|inspection:2024-02-06|inspection:2024-05-06|filing:2026-05-05,
electricity,ele_75,BIZ-00075,Sri Sai Bakery 75 Bakerys,"No 75, Main Road, Industrial Area, Bengaluru",560075,ABCDE0075F,29ABCDE0075F1Z4,Owner 75,1071,Bakery,Bengaluru,2023-02-12|2023-05-13|2023-08-11|2023-11-09|2024-02-07|2024-05-07,inspection:2023-02-12|inspection:2023-05-13|inspection:2023-08-11|inspection:2023-11-09|inspection:2024-02-07|inspection:2024-05-07|electricity_bill:2025-07-04|electricity_bill:2025-08-08|electricity_bill:2025-09-03|electricity_bill:2025-10-07|electricity_bill:2025-11-03|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-02-01|electricity_bill:2026-03-06|electricity_bill:2026-04-01|electricity_bill:2026-05-03,
shops,sho_76,BIZ-00076,Metro Retail 76 Pvt Ltd,"No 76, Main Road, Industrial Area, Mysuru",560076,ABCDE0076F,29ABCDE0076F1Z5,Owner 76,4711,Retail,Mysuru,2023-02-02|2023-05-03|2023-08-01|2023-10-30|2024-01-28,inspection:2023-02-02|inspection:2023-05-03|inspection:2023-08-01|inspection:2023-10-30|inspection:2024-01-28|renewal:2024-04-07|renewal:2025-04-11|renewal:2026-04-26,
factories,fac_76,BIZ-00076,Shri Metro Retail 76 Pvt Ltd,"Door 76, Industrial Area, Mysuru",560076,ABCDE0076F,,Owner 76,4711,Retail,Mysuru,2023-02-01|2023-05-11|2023-07-31|2023-10-22|2024-01-27,inspection:2023-02-01|inspection:2023-05-11|inspection:2023-07-31|inspection:2023-10-22|inspection:2024-01-27|renewal:2024-04-12|renewal:2026-04-01,
pollution,pol_76,BIZ-00076,M/s Mtero Retail 76 Retails,"Plot 76, Main Road, Mysuru",560076,ABCDE0076F,29ABCDE0076F1Z5,Owner 76,4711,Retail,Mysuru,2023-02-03|2023-05-04|2023-08-02|2023-10-31|2024-01-29,inspection:2023-02-03|inspection:2023-05-04|inspection:2023-08-02|inspection:2023-10-31|inspection:2024-01-29|filing:2026-05-05,
electricity,ele_76,BIZ-00076,Shri Metro Retail 76 Retails,"No 76, Main Road, Industrial Area, Mysuru",560076,,29ABCDE0076F1Z5,Owner 76,4711,Retail,Mysuru,2023-02-01|2023-05-05|2023-08-03|2023-11-01|2024-01-30,inspection:2023-02-01|inspection:2023-05-05|inspection:2023-08-03|inspection:2023-11-01|inspection:2024-01-30|electricity_bill:2025-08-04|electricity_bill:2025-09-04|electricity_bill:2025-10-03|electricity_bill:2025-11-03|electricity_bill:2025-12-05|electricity_bill:2026-01-01|electricity_bill:2026-02-01|electricity_bill:2026-03-02|electricity_bill:2026-03-31|electricity_bill:2026-05-02,
shops,sho_77,BIZ-00077,Shri Bharath Fabrication 77 LLP,"77 Main Rd, Ind Area, Hubballi",560077,ABCDE0077F,29ABCDE0077F1Z6,Owner 77,2599,Fabrication,Hubballi,2023-01-29|2023-04-29|2023-07-28|2023-10-26,inspection:2023-01-29|inspection:2023-04-29|inspection:2023-07-28|inspection:2023-10-26|renewal:2025-04-23,
factories,fac_77,BIZ-00077,Bharath Fabrication 77 Pvt Ltd,"No 77, Main Road, Industrial Area, Hubballi",560077,ABCDE0077F,,Owner 77,2599,Fabrication,Hubballi,2023-01-28|2023-05-03|2023-07-27|2023-10-25,inspection:2023-01-28|inspection:2023-05-03|inspection:2023-07-27|inspection:2023-10-25|renewal:2024-04-26|renewal:2025-04-20,
pollution,pol_77,BIZ-00077,Sri Bharath Fabrication 77 Enterprises,"No 77, Main Road, Industrial Area, Hubballi",560077,ABCDE0077F,,Owner 77,2599,Fabrication,Hubballi,2023-01-30|2023-04-30|2023-07-29|2023-10-27,inspection:2023-01-30|inspection:2023-04-30|inspection:2023-07-29|inspection:2023-10-27|filing:2026-05-05,
electricity,ele_77,BIZ-00077,M/s Bharat hFabrication 77 LLP,"No 77, Main Road, Industrial Area, Hubballi",560077,ABCDE0077F,29ABCDE0077F1Z6,Owner 77,2599,Fabrication,Hubballi,2023-01-31|2023-05-01|2023-07-30|2023-10-28,inspection:2023-01-31|inspection:2023-05-01|inspection:2023-07-30|inspection:2023-10-28|electricity_bill:2026-01-03|electricity_bill:2026-02-02|electricity_bill:2026-03-06|electricity_bill:2026-04-01|electricity_bill:2026-05-04,
shops,sho_78,BIZ-00078,M/s Vijaya Lodging 78 Enterprises,"No 78, Main Road, Industrial Area, Mangaluru",560078,,29ABCDE0078F1Z7,Owner 78,5510,Lodging,Mangaluru,2023-01-02|2023-03-30|2023-07-01|2023-09-29|2023-12-28,inspection:2023-01-02|inspection:2023-03-30|inspection:2023-07-01|inspection:2023-09-29|inspection:2023-12-28|renewal:2024-04-20|renewal:2025-04-05|renewal:2026-04-25,
factories,fac_78,BIZ-00078,Sri Vijaya Lodging 78,"No 78, Main Road, Industrial Area, Mangaluru",560078,,,Owner 78,5510,Lodging,Mangaluru,2023-01-01|2023-04-01|2023-06-30|2023-09-28|2023-12-27,inspection:2023-01-01|inspection:2023-04-01|inspection:2023-06-30|inspection:2023-09-28|inspection:2023-12-27|renewal:2024-04-10|renewal:2025-04-25|renewal:2026-04-08,
pollution,pol_78,BIZ-00078,Shri Vijaya Lodging 78 Enterprises,"No 78, Main Road, Industrial Area, Mangaluru",560078,ABCDE0078F,,Owner 78,5510,Lodging,Mangaluru,2023-01-03|2023-04-03|2023-07-02|2023-09-23|2023-12-29,inspection:2023-01-03|inspection:2023-04-03|inspection:2023-07-02|inspection:2023-09-23|inspection:2023-12-29|filing:2026-05-05,
electricity,ele_78,BIZ-00078,Vijaya Lodging 78 Traders,"No 78, Main Road, Industrial Area, Mangaluru",560078,ABCDE0078F,29ABCDE0078F1Z7,Owner 78,5510,Lodging,Mangaluru,2023-01-13|2023-04-04|2023-07-03|2023-10-01|2023-12-30,inspection:2023-01-13|inspection:2023-04-04|inspection:2023-07-03|inspection:2023-10-01|inspection:2023-12-30|electricity_bill:2025-11-02|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-01,
electricity,ele_78_dup,BIZ-00078,Vijyaa Lodging 78 Traders,"78 Main Rd, Ind Area, Mangaluru",560078,ABCDE0078F,29ABCDE0078F1Z7,Owner 78,5510,Lodging,Mangaluru,2023-01-13|2023-04-04|2023-07-03|2023-10-01|2023-12-30,inspection:2023-01-13|inspection:2023-04-04|inspection:2023-07-03|inspection:2023-10-01|inspection:2023-12-30|electricity_bill:2025-11-02|electricity_bill:2025-12-04|electricity_bill:2026-01-04|electricity_bill:2026-01-30|electricity_bill:2026-03-01|electricity_bill:2026-04-03|electricity_bill:2026-05-01,
shops,sho_79,BIZ-00079,Aditya Restaurant 79,"Door 79, Industrial Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-24|2023-04-24|2023-07-23|2023-10-21|2024-01-16|2024-04-11,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|inspection:2023-10-21|inspection:2024-01-16|renewal:2024-04-06|inspection:2024-04-11|renewal:2025-04-23,
factories,fac_79,BIZ-00079,SriA ditya Restaurant 79 Traders,"79 Main Rd, Ind Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-23|2023-04-23|2023-07-22|2023-10-29|2024-01-18|2024-04-17,inspection:2023-01-23|inspection:2023-04-23|inspection:2023-07-22|inspection:2023-10-29|inspection:2024-01-18|inspection:2024-04-17|renewal:2025-04-09,
factories,fac_79_dup,BIZ-00079,SriA ditya Restaurant 79 Traders,"Plot 79, Main Road, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-23|2023-04-23|2023-07-22|2023-10-29|2024-01-18|2024-04-17,inspection:2023-01-23|inspection:2023-04-23|inspection:2023-07-22|inspection:2023-10-29|inspection:2024-01-18|inspection:2024-04-17|renewal:2025-04-09,
pollution,pol_79,BIZ-00079,Shri Aditya Restaurant 79 Restaurants,"79 Main Rd, Ind Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-25|2023-04-25|2023-07-24|2023-10-22|2024-01-20|2024-04-19,inspection:2023-01-25|inspection:2023-04-25|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|inspection:2024-04-19|filing:2026-05-05,
electricity,ele_79,BIZ-00079,Shri Aditya Restaurant 79 Enterprises,"No 79, Main Road, Industrial Area, Belagavi",560079,ABCDE0079F,29ABCDE0079F1Z8,Owner 79,5610,Restaurant,Belagavi,2023-01-26|2023-04-26|2023-08-03|2023-10-23|2024-01-21|2024-04-13,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-08-03|inspection:2023-10-23|inspection:2024-01-21|inspection:2024-04-13|electricity_bill:2025-06-07|electricity_bill:2025-07-04|electricity_bill:2025-08-06|electricity_bill:2025-09-05|electricity_bill:2025-10-03|electricity_bill:2025-11-02|electricity_bill:2025-12-06|electricity_bill:2026-01-02|electricity_bill:2026-01-30|electricity_bill:2026-03-03|electricity_bill:2026-04-05|electricity_bill:2026-05-04,
shops,sho_80,BIZ-00080,Sri Pragathi Bakery 80 Bakerys,"No 80, Main Road, Industrial Area, Bengaluru",560000,ABCDE0080F,29ABCDE0080F1Z9,Owner 80,1071,Bakery,Bengaluru,2023-01-18|2023-04-25|2023-07-24,inspection:2023-01-18|inspection:2023-04-25|inspection:2023-07-24|renewal:2024-04-13|renewal:2025-04-21|renewal:2026-04-16,
factories,fac_80,BIZ-00080,M/s Pragathi Bakery 80,"No 80, Main Road, Industrial Area, Bengaluru",560000,ABCDE0080F,,Owner 80,1071,Bakery,Bengaluru,2023-01-24|2023-04-24|2023-07-23,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|renewal:2024-04-10|renewal:2025-04-27|renewal:2026-04-01,
factories,fac_80_dup,BIZ-00080,M/ sPragathi Bakery 80,"80 Main Rd, Ind Area, Bengaluru",560000,ABCDE0080F,,Owner 80,1071,Bakery,Bengaluru,2023-01-24|2023-04-24|2023-07-23,inspection:2023-01-24|inspection:2023-04-24|inspection:2023-07-23|renewal:2024-04-10|renewal:2025-04-27|renewal:2026-04-01,
pollution,pol_80,BIZ-00080,M/s Pragathi Bakery 80 Bakerys,"No 80, Main Road, Industrial Area, Bengaluru",560000,,,Owner 80,1071,Bakery,Bengaluru,2023-01-26|2023-04-26|2023-07-25,inspection:2023-01-26|inspection:2023-04-26|inspection:2023-07-25|filing:2026-05-05,
electricity,ele_80,BIZ-00080,Pragathi Bakery 80 Pvt Ltd,"No 80, Main Road, Industrial Area, Bengaluru",560000,ABCDE0080F,,Owner 80,1071,Bakery,Bengaluru,2023-01-20|2023-04-27|2023-07-26,inspection:2023-01-20|inspection:2023-04-27|inspection:2023-07-26|electricity_bill:2025-12-02|electricity_bill:2026-01-02|electricity_bill:2026-02-04|electricity_bill:2026-03-06|electricity_bill:2026-04-05|electricity_bill:2026-05-01,
